Airline,Source,Destination,Total_Stops,Price,Date,Month,Year,Dep_hours,Dep_min,Arrival_hours,Arrival_min,Duration_hours,Duration_min
Air Asia,Delhi,Cochin,0,7989,21,4,2020,7,55,13,25,6,30
Jet Airways,Kolkata,Banglore,1,15847,1,5,2020,6,30,16,20,10,50
Air India,Kolkata,Banglore,1,9645,12,6,2020,9,10,13,15,5,5
Air India,Delhi,Cochin,0,12397,6,3,2020,13,30,8,15,17,45
IndiGo,Banglore,Delhi,0,5121,9,3,2020,4,0,6,50,1,50
IndiGo,Kolkata,Banglore,1,4475,9,4,2020,15,30,18,5,3,35
SpiceJet,Kolkata,Banglore,0,4118,6,6,2020,17,10,19,40,2,30
Jet Airways,Delhi,Cochin,1,14768,24,6,2020,18,20,4,25,9,5
Air India,Delhi,Cochin,1,5486,27,3,2020,17,20,9,25,16,5
Jet Airways,Mumbai,Hyderabad,0,6087,15,6,2020,19,35,21,5,2,30
Jet Airways,Delhi,Cochin,0,5550,1,4,2020,14,0,19,0,4,0
SpiceJet,Delhi,Cochin,1,6406,9,5,2020,17,55,22,50,5,55
IndiGo,Banglore,Delhi,0,7354,3,3,2020,0,40,3,25,2,45
IndiGo,Kolkata,Banglore,0,5150,18,5,2020,9,35,12,20,1,45
Multiple carriers,Delhi,Cochin,0,14342,27,6,2020,11,30,1,30,13,0
Air India,Delhi,Cochin,2,8976,21,5,2020,10,0,19,15,9,15
Multiple carriers,Delhi,Cochin,2,8505,1,6,2020,9,0,21,0,11,0
IndiGo,Mumbai,Hyderabad,0,4341,15,5,2020,6,25,7,55,1,30
Air India,Banglore,Delhi,1,12247,3,3,2020,10,0,12,45,1,45
Jet Airways,Kolkata,Banglore,1,11626,15,5,2020,18,55,16,20,20,25
Jet Airways,Delhi,Cochin,3,13743,21,3,2020,9,40,4,25,20,45
SpiceJet,Banglore,Delhi,0,6026,18,4,2020,21,10,0,5,2,55
Air India,Banglore,Delhi,0,5605,9,5,2020,17,0,19,45,3,45
Jet Airways,Delhi,Cochin,3,9921,27,3,2020,5,25,19,45,20,20
IndiGo,Mumbai,Hyderabad,0,4708,1,5,2020,6,25,7,55,1,30
Jet Airways,Mumbai,Hyderabad,0,8620,21,3,2020,10,20,11,50,2,30
Air Asia,Banglore,Delhi,1,4806,27,4,2020,11,10,13,55,1,45
Air India,Delhi,Cochin,1,13680,3,3,2020,9,45,9,25,20,40
Jet Airways,Banglore,Delhi,0,7750,15,5,2020,15,15,18,10,1,55
Vistara,Banglore,Delhi,1,5792,24,4,2020,7,0,9,40,1,40
Air India,Delhi,Cochin,0,8506,21,3,2020,7,0,19,15,13,15
GoAir,Kolkata,Banglore,1,7446,15,5,2020,23,30,7,45,8,15
SpiceJet,Banglore,Delhi,1,4742,6,4,2020,9,30,12,20,3,50
Jet Airways,Mumbai,Hyderabad,0,8620,15,3,2020,7,10,8,35,2,25
Jet Airways,Delhi,Cochin,1,12221,9,5,2020,8,0,19,0,12,0
Jet Airways,Delhi,Cochin,0,7721,21,4,2020,11,0,14,15,3,15
Multiple carriers,Delhi,Cochin,1,14717,9,5,2020,11,30,21,0,8,30
SpiceJet,Delhi,Cochin,0,5314,24,6,2020,17,55,22,50,5,55
Jet Airways,Delhi,Cochin,2,11002,3,6,2020,13,0,19,0,6,0
SpiceJet,Mumbai,Hyderabad,0,2162,3,4,2020,5,45,7,15,2,30
Jet Airways,Delhi,Cochin,2,13125,27,3,2020,18,15,4,25,10,10
Jet Airways,Mumbai,Hyderabad,0,11659,1,3,2020,10,20,11,50,1,30
Jet Airways,Kolkata,Banglore,2,11626,9,6,2020,14,5,20,45,7,40
Air Asia,Kolkata,Banglore,1,4727,3,6,2020,10,20,12,55,2,35
Air India,Banglore,Delhi,0,7491,21,3,2020,6,55,23,20,16,25
Jet Airways,Delhi,Cochin,2,12945,27,3,2020,5,40,4,25,20,45
Multiple carriers,Delhi,Cochin,2,7884,6,6,2020,11,25,19,15,8,50
Air India,Delhi,Cochin,2,14346,3,6,2020,16,55,19,15,20,20
Air India,Delhi,Cochin,1,5576,15,6,2020,5,10,8,0,1,50
Jet Airways,Kolkata,Banglore,2,10360,1,5,2020,16,30,12,0,20,30
Air India,Delhi,Cochin,1,6533,9,5,2020,18,5,21,10,2,5
Jet Airways,Delhi,Cochin,1,7721,12,5,2020,11,0,14,15,3,15
Vistara,Chennai,Kolkata,0,12846,6,6,2020,17,45,20,5,2,20
Jet Airways,Banglore,Delhi,2,8397,21,3,2020,7,0,16,10,8,10
Air India,Chennai,Kolkata,1,8381,9,3,2020,11,40,13,55,2,15
Jet Airways,Delhi,Cochin,1,13265,18,5,2020,13,0,19,0,6,0
Jet Airways,Kolkata,Banglore,2,11626,18,5,2020,8,25,18,15,10,50
Jet Airways,Delhi,Cochin,1,14341,9,6,2020,6,45,12,35,20,50
Multiple carriers,Delhi,Cochin,2,10341,27,6,2020,9,45,16,10,6,25
SpiceJet,Kolkata,Banglore,0,4118,6,6,2020,22,20,0,40,2,20
SpiceJet,Delhi,Cochin,2,5314,21,3,2020,16,35,22,50,6,15
IndiGo,Kolkata,Banglore,0,4447,9,3,2020,21,25,0,5,1,40
Jet Airways,Banglore,Delhi,2,28830,1,3,2020,22,50,5,5,6,15
Jet Airways,Delhi,Cochin,1,9471,27,3,2020,19,10,19,45,20,35
IndiGo,Delhi,Cochin,0,5619,24,4,2020,2,0,7,45,6,45
Jet Airways,Delhi,Cochin,1,8565,27,5,2020,11,0,14,15,4,15
IndiGo,Delhi,Cochin,0,6307,12,6,2020,10,35,1,30,15,55
Air Asia,Kolkata,Banglore,1,7351,18,5,2020,6,50,10,30,4,40
SpiceJet,Banglore,Delhi,1,6242,15,3,2020,15,35,23,40,8,5
Jet Airways,Delhi,Cochin,1,11002,9,6,2020,15,0,4,25,14,25
Jet Airways,Mumbai,Hyderabad,0,5355,12,6,2020,7,5,8,30,1,25
SpiceJet,Banglore,Delhi,0,5351,21,4,2020,9,30,12,20,3,50
Jet Airways,Banglore,Delhi,1,17943,6,3,2020,5,45,21,20,16,35
Jet Airways,Delhi,Cochin,1,20160,12,6,2020,11,40,19,0,7,20
IndiGo,Delhi,Cochin,1,6906,1,6,2020,8,35,22,30,13,55
Air India,Kolkata,Banglore,0,5543,18,3,2020,14,15,16,45,1,30
SpiceJet,Banglore,Delhi,0,4692,18,3,2020,20,30,23,20,2,50
Jet Airways,Delhi,Cochin,1,10254,9,6,2020,11,0,14,15,2,15
SpiceJet,Banglore,Delhi,0,3830,27,6,2020,5,55,8,35,3,40
Jet Airways,Delhi,Cochin,2,18252,6,3,2020,17,30,19,45,20,15
Air Asia,Banglore,Delhi,0,3627,21,5,2020,4,55,7,45,2,50
Jet Airways,Banglore,Delhi,0,30011,1,3,2020,14,5,20,20,7,15
Jet Airways,Banglore,Delhi,1,7750,12,5,2020,8,20,11,20,4,0
Jet Airways,Banglore,Delhi,2,9793,15,3,2020,5,45,10,25,5,40
Air India,Mumbai,Hyderabad,0,3323,21,6,2020,15,0,16,25,1,25
Multiple carriers,Delhi,Cochin,0,14717,15,5,2020,9,0,21,0,12,0
Vistara,Kolkata,Banglore,0,9061,1,4,2020,7,10,20,20,14,10
Jet Airways,Delhi,Cochin,0,15775,3,6,2020,10,0,19,0,9,0
Jet Airways,Banglore,Delhi,2,7805,15,3,2020,9,45,15,55,5,10
Air India,Mumbai,Hyderabad,2,20153,6,3,2020,13,30,16,55,2,25
IndiGo,Mumbai,Hyderabad,0,2952,3,6,2020,12,0,13,30,2,30
Air Asia,Kolkata,Banglore,1,4727,3,6,2020,22,50,1,20,3,30
IndiGo,Delhi,Cochin,1,5383,27,4,2020,14,20,17,35,3,15
Jet Airways,Mumbai,Hyderabad,1,8620,9,3,2020,6,30,8,0,2,30
Air India,Delhi,Cochin,0,11208,15,6,2020,9,0,19,15,10,15
Multiple carriers,Delhi,Cochin,2,10932,15,5,2020,3,50,12,35,7,45
Air India,Banglore,Delhi,0,5605,12,5,2020,6,10,8,55,3,45
Jet Airways,Delhi,Cochin,0,15775,9,6,2020,14,0,19,0,5,0
Air India,Banglore,Delhi,0,7800,15,3,2020,6,10,8,55,1,45
IndiGo,Delhi,Cochin,2,8288,27,3,2020,2,35,8,30,4,55
Air Asia,Kolkata,Banglore,1,7351,18,5,2020,19,55,23,30,2,35
Air India,Banglore,Delhi,1,7463,18,6,2020,5,45,8,45,4,0
Jet Airways,Delhi,Cochin,3,8353,21,3,2020,10,45,4,25,16,40
IndiGo,Banglore,Delhi,0,5121,21,3,2020,10,10,13,0,3,50
Jet Airways,Delhi,Cochin,1,17464,9,3,2020,19,15,4,25,8,10
Jet Airways,Kolkata,Banglore,1,13595,1,4,2020,18,55,4,40,9,45
IndiGo,Banglore,Delhi,0,5170,27,4,2020,18,25,21,20,2,55
Jet Airways,Delhi,Cochin,2,13952,9,6,2020,9,40,12,35,20,55
Jet Airways,Delhi,Cochin,0,5796,6,4,2020,7,5,19,0,12,55
Multiple carriers,Delhi,Cochin,1,9987,15,5,2020,7,30,19,0,11,30
Air India,Delhi,Cochin,0,8019,9,5,2020,12,30,9,25,20,55
Jet Airways,Banglore,Delhi,0,15883,18,3,2020,14,5,19,10,4,5
Air India,Kolkata,Banglore,2,13051,24,3,2020,20,30,16,15,20,45
Air India,Banglore,Delhi,1,8216,15,3,2020,5,50,23,45,16,55
Air India,Delhi,Cochin,2,13698,6,6,2020,17,15,19,15,20,0
Multiple carriers,Delhi,Cochin,2,9474,27,5,2020,7,30,19,15,10,45
Jet Airways,Kolkata,Banglore,2,11626,1,5,2020,21,10,10,5,12,55
Jet Airways,Kolkata,Banglore,2,15622,24,5,2020,6,30,19,50,14,20
IndiGo,Delhi,Cochin,1,6532,15,6,2020,7,30,21,0,12,30
IndiGo,Delhi,Cochin,2,8056,6,3,2020,8,35,16,10,7,35
IndiGo,Delhi,Cochin,1,6448,18,5,2020,14,25,17,40,2,15
Jet Airways,Delhi,Cochin,1,13828,21,5,2020,10,0,4,25,18,25
Air India,Delhi,Cochin,2,9426,1,6,2020,19,0,19,15,20,15
IndiGo,Banglore,Delhi,1,5170,15,5,2020,8,30,11,20,3,50
SpiceJet,Banglore,Delhi,1,4201,1,4,2020,5,55,8,35,3,40
IndiGo,Chennai,Kolkata,0,3856,1,5,2020,13,15,15,35,3,20
SpiceJet,Mumbai,Hyderabad,1,2162,21,5,2020,5,45,7,15,1,30
Air Asia,Banglore,Delhi,0,3627,27,6,2020,23,55,2,45,2,50
SpiceJet,Mumbai,Hyderabad,1,2106,18,6,2020,22,45,0,15,1,30
Jet Airways,Delhi,Cochin,1,11002,24,6,2020,2,15,12,35,10,20
Jet Airways,Delhi,Cochin,0,18477,3,3,2020,16,0,4,25,11,25
Jet Airways,Kolkata,Banglore,2,15200,9,6,2020,20,0,4,40,7,40
IndiGo,Delhi,Cochin,0,6042,3,6,2020,2,0,7,25,5,25
IndiGo,Banglore,Delhi,0,5170,15,4,2020,18,55,21,50,2,55
Air India,Delhi,Cochin,1,8019,21,5,2020,12,30,9,25,20,55
Jet Airways,Kolkata,Banglore,0,15622,9,6,2020,18,55,16,20,20,25
IndiGo,Mumbai,Hyderabad,1,15009,1,3,2020,9,10,10,40,1,30
Jet Airways,Kolkata,Banglore,1,15172,18,5,2020,20,25,21,5,20,40
Air India,Banglore,Delhi,0,6562,1,5,2020,21,5,23,55,3,50
SpiceJet,Chennai,Kolkata,1,3798,24,5,2020,8,20,10,35,3,15
Air India,Delhi,Cochin,2,11419,18,5,2020,19,45,19,15,20,30
Jet Airways,Delhi,Cochin,3,16220,21,5,2020,23,5,4,25,20,20
IndiGo,Delhi,Cochin,0,7056,24,6,2020,7,15,12,30,6,15
Jet Airways,Delhi,Cochin,1,16665,27,5,2020,5,30,12,35,6,5
IndiGo,Delhi,Cochin,1,9192,27,3,2020,18,35,1,35,7,0
IndiGo,Mumbai,Hyderabad,1,5129,9,3,2020,2,30,4,0,1,30
IndiGo,Delhi,Cochin,2,7309,3,6,2020,5,5,12,10,7,5
Jet Airways,Banglore,Delhi,1,27591,1,3,2020,14,5,9,30,18,25
Jet Airways,Delhi,Cochin,2,10167,9,4,2020,13,25,19,0,20,35
Jet Airways,Delhi,Cochin,1,11116,24,6,2020,19,30,12,35,18,5
Multiple carriers,Delhi,Cochin,2,8655,15,5,2020,9,0,21,0,12,0
IndiGo,Kolkata,Banglore,0,5122,1,3,2020,22,10,0,55,1,45
Jet Airways,Kolkata,Banglore,2,14946,18,5,2020,20,0,4,40,9,40
Jet Airways,Kolkata,Banglore,2,11626,1,5,2020,16,30,22,35,5,5
Jet Airways,Kolkata,Banglore,2,11626,9,5,2020,6,30,19,50,13,20
SpiceJet,Kolkata,Banglore,1,4118,24,5,2020,9,0,11,25,2,25
Jet Airways,Kolkata,Banglore,1,11626,15,5,2020,6,30,16,20,8,50
Jet Airways,Delhi,Cochin,3,9357,27,3,2020,5,10,18,50,14,40
Jet Airways,Kolkata,Banglore,0,12294,1,5,2020,20,25,14,25,19,0
Multiple carriers,Delhi,Cochin,1,16165,6,3,2020,9,0,15,30,7,30
Multiple carriers,Delhi,Cochin,2,7717,6,6,2020,17,0,1,30,7,30
Air India,Delhi,Cochin,1,8976,24,6,2020,21,0,7,40,11,40
Multiple carriers,Delhi,Cochin,2,7835,27,5,2020,16,0,1,30,9,30
SpiceJet,Delhi,Cochin,2,4732,27,3,2020,8,45,13,15,4,30
IndiGo,Kolkata,Banglore,0,5600,18,4,2020,14,25,16,55,2,30
Jet Airways,Banglore,Delhi,0,8397,21,3,2020,5,45,16,10,9,25
IndiGo,Banglore,Delhi,1,7354,9,3,2020,1,30,4,15,3,45
Multiple carriers,Delhi,Cochin,2,16228,6,3,2020,13,0,1,35,13,35
Jet Airways,Delhi,Cochin,2,6393,27,3,2020,16,0,19,45,20,45
Air India,Delhi,Cochin,1,9290,27,3,2020,21,30,19,15,20,45
Jet Airways,Delhi,Cochin,3,16220,21,5,2020,23,5,4,25,20,20
SpiceJet,Kolkata,Banglore,0,4118,18,5,2020,17,10,19,40,1,30
Multiple carriers,Delhi,Cochin,2,14342,9,6,2020,10,0,1,30,15,30
Jet Airways,Delhi,Cochin,1,18134,9,3,2020,5,25,4,25,20,0
Jet Airways,Delhi,Cochin,1,11002,9,6,2020,2,15,19,0,15,45
IndiGo,Kolkata,Banglore,2,5774,9,5,2020,17,35,22,15,4,40
Jet Airways,Kolkata,Banglore,1,15426,15,5,2020,21,10,4,40,8,30
Jet Airways,Delhi,Cochin,2,16220,27,5,2020,5,30,19,0,13,30
IndiGo,Delhi,Cochin,1,6906,15,5,2020,11,55,22,30,10,35
Jet Airways,Delhi,Cochin,2,11116,3,6,2020,19,30,12,35,17,5
Jet Airways,Delhi,Cochin,0,13688,21,3,2020,15,0,18,50,20,50
Jet Airways,Delhi,Cochin,1,11002,6,6,2020,15,0,4,25,13,25
Multiple carriers,Delhi,Cochin,0,7942,12,6,2020,8,0,21,0,13,0
Multiple carriers,Delhi,Cochin,1,14567,27,6,2020,10,0,21,0,11,0
Air India,Kolkata,Banglore,2,9532,15,5,2020,16,50,7,55,16,5
IndiGo,Delhi,Cochin,1,6307,6,6,2020,10,35,1,30,15,55
Jet Airways,Delhi,Cochin,2,11002,27,6,2020,13,0,12,35,20,35
Jet Airways,Kolkata,Banglore,1,11626,9,6,2020,21,10,20,45,20,35
Jet Airways,Kolkata,Banglore,1,15847,9,5,2020,6,30,19,50,13,20
IndiGo,Chennai,Kolkata,1,6751,15,3,2020,14,40,17,5,3,25
Air Asia,Kolkata,Banglore,0,4727,12,5,2020,22,50,1,20,1,30
Air India,Delhi,Cochin,1,13276,9,6,2020,10,55,19,15,9,20
SpiceJet,Mumbai,Hyderabad,1,2162,3,5,2020,13,15,14,45,2,30
Air India,Mumbai,Hyderabad,0,13196,6,3,2020,19,0,9,10,14,10
SpiceJet,Chennai,Kolkata,0,3628,18,3,2020,17,45,20,5,2,20
Jet Airways,Banglore,Delhi,1,9793,15,3,2020,8,55,16,10,7,15
IndiGo,Delhi,Cochin,2,8002,18,5,2020,2,0,7,25,4,25
Multiple carriers,Delhi,Cochin,0,6532,27,4,2020,7,10,16,10,9,0
Multiple carriers,Delhi,Cochin,0,16336,3,3,2020,4,0,18,50,15,50
Jet Airways,Mumbai,Hyderabad,1,5355,1,5,2020,7,5,8,30,1,25
Air India,Delhi,Cochin,1,7434,24,5,2020,14,10,17,10,4,0
Jet Airways,Kolkata,Banglore,1,14778,1,4,2020,21,10,10,5,11,55
Air Asia,Kolkata,Banglore,0,4727,15,6,2020,10,20,12,55,3,35
Multiple carriers,Delhi,Cochin,1,17045,27,5,2020,13,0,19,15,7,15
Air India,Delhi,Cochin,3,12854,21,5,2020,17,15,19,15,20,0
SpiceJet,Mumbai,Hyderabad,0,2162,3,6,2020,13,15,14,45,1,30
Multiple carriers,Delhi,Cochin,1,11898,1,6,2020,4,55,19,0,15,5
IndiGo,Delhi,Cochin,0,7284,21,5,2020,17,30,1,30,8,0
Jet Airways,Kolkata,Banglore,2,11626,1,5,2020,21,10,9,20,12,10
Multiple carriers,Delhi,Cochin,3,37105,9,3,2020,15,5,1,35,9,30
Air India,Delhi,Cochin,0,6533,15,5,2020,14,10,17,10,2,0
IndiGo,Kolkata,Banglore,0,4894,9,5,2020,15,15,20,30,6,15
Air India,Delhi,Cochin,2,11250,27,5,2020,5,15,19,15,20,0
Air India,Delhi,Cochin,1,10349,27,6,2020,19,45,19,15,20,30
Air India,Banglore,Delhi,2,13192,18,3,2020,6,45,10,35,20,50
Air India,Banglore,Delhi,1,7463,15,5,2020,10,0,12,45,2,45
Multiple carriers,Delhi,Cochin,0,10500,15,5,2020,6,0,12,35,6,35
Multiple carriers,Delhi,Cochin,2,14342,27,5,2020,17,30,1,30,7,0
Jet Airways,Delhi,Cochin,1,13828,27,5,2020,2,15,19,0,16,45
Multiple carriers,Delhi,Cochin,1,7671,27,6,2020,11,25,19,15,6,50
Multiple carriers,Delhi,Cochin,2,14342,24,6,2020,15,0,1,30,9,30
Vistara,Banglore,Delhi,0,5004,3,5,2020,11,30,14,20,3,50
IndiGo,Banglore,Delhi,2,8695,1,3,2020,7,30,12,20,4,50
Jet Airways,Banglore,Delhi,0,4871,6,4,2020,8,20,11,20,3,0
Air India,Delhi,Cochin,1,10349,27,6,2020,16,40,19,15,20,35
Jet Airways,Kolkata,Banglore,2,15847,1,5,2020,8,25,18,15,10,50
Vistara Premium economy,Banglore,Delhi,0,6399,6,4,2020,11,30,14,20,1,50
SpiceJet,Mumbai,Hyderabad,1,2162,3,4,2020,13,15,14,45,2,30
Jet Airways,Kolkata,Banglore,0,15172,6,6,2020,17,0,23,35,6,35
Jet Airways,Kolkata,Banglore,0,14721,9,6,2020,16,30,4,40,12,10
Jet Airways,Delhi,Cochin,0,16511,3,3,2020,9,0,18,50,8,50
Jet Airways,Kolkata,Banglore,2,8647,9,5,2020,9,35,10,55,20,20
Jet Airways,Delhi,Cochin,2,22851,3,3,2020,5,40,18,50,20,10
Air India,Banglore,Delhi,0,15084,1,3,2020,11,5,22,45,12,40
Jet Airways,Mumbai,Hyderabad,1,2648,15,3,2020,15,50,17,20,1,30
IndiGo,Kolkata,Banglore,1,5150,24,4,2020,20,20,22,55,3,35
Air India,Banglore,Delhi,0,9680,15,3,2020,5,50,12,55,7,5
IndiGo,Kolkata,Banglore,1,5150,12,5,2020,4,40,7,15,3,35
Jet Airways,Delhi,Cochin,3,16220,9,5,2020,23,5,19,0,20,55
IndiGo,Mumbai,Hyderabad,1,2952,24,3,2020,19,5,20,30,2,25
Jet Airways,Kolkata,Banglore,1,14328,1,4,2020,21,10,8,15,11,5
IndiGo,Kolkata,Banglore,1,7433,24,3,2020,17,35,22,15,3,40
Jet Airways,Delhi,Cochin,2,16220,18,5,2020,23,5,12,35,13,30
Multiple carriers,Delhi,Cochin,0,12008,9,6,2020,11,25,19,0,8,35
Jet Airways,Mumbai,Hyderabad,0,3441,15,5,2020,2,55,4,20,2,25
Jet Airways,Mumbai,Hyderabad,0,8620,18,6,2020,10,20,11,50,1,30
Jet Airways,Delhi,Cochin,3,11706,12,6,2020,14,35,4,25,13,50
IndiGo,Delhi,Cochin,0,6906,27,6,2020,7,35,16,10,8,35
IndiGo,Delhi,Cochin,1,5070,1,4,2020,14,20,17,35,2,15
IndiGo,Delhi,Cochin,2,6906,6,3,2020,11,55,22,20,9,25
SpiceJet,Kolkata,Banglore,0,4118,12,6,2020,22,20,0,40,2,20
Air India,Delhi,Cochin,1,11194,3,6,2020,19,45,19,15,20,30
Multiple carriers,Delhi,Cochin,2,14567,1,6,2020,10,0,21,0,10,0
Jet Airways,Kolkata,Banglore,2,12294,15,5,2020,20,25,14,25,18,0
IndiGo,Chennai,Kolkata,1,7821,3,3,2020,13,20,15,35,2,15
SpiceJet,Chennai,Kolkata,0,3856,1,5,2020,9,45,12,0,3,15
Multiple carriers,Delhi,Cochin,1,8348,9,5,2020,6,40,19,15,11,35
IndiGo,Delhi,Cochin,0,15943,6,3,2020,6,40,21,0,13,20
IndiGo,Chennai,Kolkata,0,3795,15,6,2020,15,40,18,25,1,45
IndiGo,Delhi,Cochin,1,6906,1,6,2020,6,50,22,30,16,40
Air Asia,Banglore,Delhi,0,3627,24,6,2020,11,10,13,55,3,45
Air Asia,Kolkata,Banglore,0,4727,18,4,2020,22,50,1,20,1,30
IndiGo,Chennai,Kolkata,0,4127,9,5,2020,7,55,10,15,1,20
Multiple carriers,Delhi,Cochin,1,8596,24,6,2020,13,15,22,30,10,15
Jet Airways,Kolkata,Banglore,0,12294,1,4,2020,20,25,15,5,18,40
Vistara,Banglore,Delhi,1,5004,6,6,2020,11,30,14,20,3,50
Jet Airways,Delhi,Cochin,1,14926,24,6,2020,17,35,19,0,20,25
Air India,Mumbai,Hyderabad,1,3886,6,5,2020,6,20,7,40,1,20
Air Asia,Kolkata,Banglore,0,6421,18,5,2020,19,55,22,25,3,30
IndiGo,Banglore,Delhi,0,4742,21,4,2020,4,0,6,50,1,50
Jet Airways,Delhi,Cochin,0,10254,18,6,2020,9,50,13,5,2,15
Jet Airways,Kolkata,Banglore,1,9144,12,6,2020,16,30,18,15,20,45
Air India,Kolkata,Banglore,0,4444,6,6,2020,20,45,23,20,1,35
IndiGo,Kolkata,Banglore,0,5150,3,5,2020,17,15,19,50,2,35
IndiGo,Delhi,Cochin,0,7438,1,6,2020,14,20,22,30,9,10
Jet Airways,Banglore,Delhi,0,15883,6,3,2020,8,0,7,40,20,40
Multiple carriers,Delhi,Cochin,1,16164,6,3,2020,7,30,19,15,11,45
Jet Airways,Delhi,Cochin,3,13952,15,6,2020,9,40,19,0,9,20
Air India,Kolkata,Banglore,2,12009,9,6,2020,5,50,20,25,13,35
Jet Airways,Kolkata,Banglore,1,13607,6,6,2020,20,25,18,0,20,35
Multiple carriers,Delhi,Cochin,1,10341,1,6,2020,9,45,16,10,5,25
Jet Airways,Delhi,Cochin,1,17239,24,5,2020,22,50,4,25,5,35
Air India,Kolkata,Banglore,3,6558,15,5,2020,9,10,11,5,20,55
Multiple carriers,Delhi,Cochin,1,7285,9,6,2020,15,15,1,30,9,15
Air India,Mumbai,Hyderabad,1,3323,1,6,2020,21,5,22,25,1,20
Jet Airways,Delhi,Cochin,0,16994,9,5,2020,2,15,12,35,10,20
Vistara,Chennai,Kolkata,0,3953,6,6,2020,7,5,9,20,3,15
IndiGo,Banglore,Delhi,1,5350,12,4,2020,16,55,19,55,3,0
Jet Airways,Delhi,Cochin,1,16676,9,5,2020,19,15,19,0,20,45
Multiple carriers,Delhi,Cochin,2,10213,15,6,2020,6,0,19,15,13,15
IndiGo,Delhi,Cochin,0,6448,18,5,2020,5,35,8,50,2,15
Air India,Kolkata,Banglore,3,11446,1,5,2020,12,0,21,50,8,50
Jet Airways,Delhi,Cochin,1,13828,27,5,2020,18,15,12,35,19,20
Jet Airways,Delhi,Cochin,2,16220,27,5,2020,23,5,4,25,20,20
Multiple carriers,Delhi,Cochin,2,14343,21,3,2020,11,30,19,15,7,45
SpiceJet,Kolkata,Banglore,0,4475,1,6,2020,9,0,11,25,1,25
Multiple carriers,Delhi,Cochin,0,9759,21,5,2020,11,25,19,0,7,35
IndiGo,Chennai,Kolkata,0,4127,9,6,2020,7,55,10,15,2,20
Vistara,Delhi,Cochin,0,6664,9,6,2020,14,40,17,50,4,10
Vistara,Kolkata,Banglore,0,9231,1,4,2020,17,0,23,25,6,25
Jet Airways,Kolkata,Banglore,1,11299,6,6,2020,17,0,9,45,15,45
IndiGo,Delhi,Cochin,1,7155,9,3,2020,11,55,22,20,9,25
Multiple carriers,Delhi,Cochin,2,8167,24,6,2020,8,0,21,0,13,0
IndiGo,Banglore,Delhi,1,4227,21,4,2020,0,30,3,25,1,55
Vistara,Banglore,Delhi,0,12772,24,3,2020,16,0,18,35,3,35
IndiGo,Banglore,Delhi,0,7354,9,3,2020,18,55,21,45,1,50
Jet Airways,Delhi,Cochin,1,14251,12,6,2020,5,30,19,0,12,30
Multiple carriers,Delhi,Cochin,0,18287,6,3,2020,2,15,15,30,12,15
Jet Airways,Delhi,Cochin,2,13952,27,6,2020,5,30,19,0,13,30
Air India,Delhi,Cochin,2,12385,3,3,2020,7,5,19,15,20,10
IndiGo,Chennai,Kolkata,0,6751,12,3,2020,11,35,14,0,1,25
IndiGo,Chennai,Kolkata,0,4644,24,3,2020,11,35,14,0,2,25
Air India,Delhi,Cochin,0,6083,21,3,2020,5,10,8,0,1,50
Multiple carriers,Delhi,Cochin,0,11483,21,5,2020,7,5,19,15,11,10
Jet Airways,Kolkata,Banglore,0,12294,1,4,2020,9,35,18,0,9,25
Air India,Kolkata,Banglore,3,13331,6,5,2020,16,50,15,5,20,15
Air India,Delhi,Cochin,0,5576,24,6,2020,18,5,21,10,4,5
Vistara,Banglore,Delhi,0,5229,18,5,2020,17,0,19,35,1,35
Jet Airways,Delhi,Cochin,1,13952,6,6,2020,5,30,4,25,20,55
SpiceJet,Chennai,Kolkata,1,3856,6,6,2020,8,20,10,35,1,15
Air India,Banglore,Delhi,2,13508,3,3,2020,8,50,11,10,20,20
Jet Airways,Kolkata,Banglore,1,11626,24,5,2020,18,55,22,35,20,40
Jet Airways,Delhi,Cochin,1,13828,21,5,2020,2,15,19,0,15,45
IndiGo,Banglore,Delhi,0,4227,21,6,2020,13,0,15,50,3,50
Multiple carriers,Delhi,Cochin,2,7717,12,6,2020,13,0,1,30,12,30
SpiceJet,Kolkata,Banglore,0,5321,18,5,2020,15,5,20,20,6,15
IndiGo,Banglore,Delhi,1,13561,1,3,2020,16,55,19,45,2,50
Multiple carriers,Delhi,Cochin,1,18512,6,3,2020,8,0,15,30,6,30
Jet Airways,Delhi,Cochin,1,13265,9,5,2020,7,5,19,0,12,55
Jet Airways,Banglore,Delhi,2,14476,3,3,2020,11,40,0,45,14,5
Multiple carriers,Delhi,Cochin,0,12460,21,3,2020,11,30,18,50,8,20
SpiceJet,Kolkata,Banglore,0,5912,3,3,2020,22,20,0,40,1,20
Jet Airways,Kolkata,Banglore,1,9986,15,5,2020,20,25,14,25,19,0
Multiple carriers,Delhi,Cochin,0,12639,3,6,2020,10,20,19,0,9,40
IndiGo,Banglore,Delhi,1,5170,6,4,2020,20,0,22,50,2,50
Air India,Delhi,Cochin,1,11222,3,6,2020,13,15,9,25,19,10
Multiple carriers,Delhi,Cochin,0,7942,3,6,2020,13,0,21,0,8,0
Air India,Delhi,Cochin,2,8019,15,6,2020,6,5,9,25,20,20
SpiceJet,Kolkata,Banglore,1,4118,24,4,2020,22,20,0,40,1,20
SpiceJet,Chennai,Kolkata,1,3798,18,5,2020,17,45,20,5,2,20
Air India,Delhi,Cochin,3,11250,24,6,2020,5,15,19,15,20,0
